Source	NCIt Subset Code	FDA Subset Name	NCIt Concept Code	FDA Source Code	FDA Source PT	FDA Source Synonym(s)	FDA Source Definition	NCIt Definition	Parent Concept's NCIt Concept Code	Parent Concept's FDA Source Code	Parent Concept's FDA Source PT
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49853	746	BUSHING			A cylindrical metal sleeve designed to reduce the friction of a rotating shaft.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49854	736	BUZZER			An electronic signaling device designed to make a buzzing sound by vibration of an armature.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49855	423	CABLE			A long, thin, multistranded rope or rope-like object; a multistranded conductor designed to carry signals over a distance.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49857	747	CALIBRATOR			An instrument designed to measure the size of an opening or one used to increase the diameter of an opening; can also refer to a standard or reference material used to set the operating parameters of an instrument.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49858	748	CAMERA			An apparatus for taking photographs, generally consisting of a lightproof enclosure having an aperture with a shuttered lens through which the image of an object is focused and recorded on a photosensitive film or plate.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50343	3036	CANNULA			A small flexible tube inserted into a body cavity for draining off fluid or introducing medication.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50274	3037	CANNULA GUIDE			A device designed to assist in the proper placement of a cannula.	C49974	829	GUIDE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49861	424	CAP			A top (as for a bottle).	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49862	555	CAPACITOR			An electrical device designed to store an electric charge.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50237	587	TUBE CAPILLARY			A tube with a narrow diameter designed to hold a liquid by capillary action.	C50236	525	TUBE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49804	401	ABSORBER (CO2)			A device or material designed to sequester cardon dioxide.	C50372	3028	ABSORBER
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C53997	428	CO2 MONITOR			A device designed to sense the level of or warn of carbon dioxide in a space or environment.	C50074	886	MONITOR
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49875	429	CO2 MONITOR SUBASSEMBLY (ONLY USE WHEN PART OF ANOTHER DEVICE)			A carbon dioxide monitor assembly designed to be part of another device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49863	752	CARRIER			A device designed to facilitate the support, movement, or transport of another device or object.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49864	556	CASCADE			A collection of interconneced devices designed to act together to repeat and enhance a signal.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49865	425	CASSETTE			A container designed to hold film or magnetic tape.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49866	753	CASTER			A pivoting roller or wheel designed to attach to an object to make it movable.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50344	3038	CATHETER			A flexible tube designed to transfer fluids into or out of the body.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50238	438	CRT (CATHODE RAY TUBE)			An evacuated glass tube designed to accelerate electrons onto a screen to create images.	C50236	525	TUBE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50345	3039	CAUTERY			A device designed to coagulate and seal blood vessels or to destroy tissue with heat or electric current.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49867	754	CELL			A device that is designed as a removable and replaceable part of another device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50332	3046	CPU (CENTRAL PROCESSING UNIT OF COMPUTER SYSTEM)			The part of a computer which controls all the other parts. Designs vary widely but, in general, the CPU consists of the control unit, the arithmetic and logic unit (ALU) and memory (registers, cache, RAM and ROM) as well as various temporary buffers and other logic.	C61402	3041	COMPUTER HARDWARE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49897	437	CPU (CENTRAL PROCESSING UNIT) BOARD			The main circuit board housing the central processing unit.	C61402	3041	COMPUTER HARDWARE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49868	426	CHARGER			A device designed to restore the capacity of a system.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49869	755	CHASSIS			A supporting frame designed to hold other components or devices such as the chassis of a car or the internal frame of an electronic device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49870	756	CHOKE			A valve designed to control the flow of air to a carburetor or a coil in an electronic circuit that passes direct current and attenuates alternating current.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49871	427	CIRCUIT BOARD			A non-conducting board to which electronic components are attached.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50347	3040	CIRCUIT BREAKER			A device designed to open an electrical circuit when it becomes overloaded.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49872	757	CLAMP			A device designed to hold things firmly together.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49873	758	CLIP			A small device designed to hold and attach items together.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49874	759	CLOCK			A device designed to indicate the time of day or to measure the time duration of an event or action.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49876	760	CODER			A device designed to generate a code.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49877	761	COIL			A structure consisting of something wound in a continuous series of loops.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49881	762	COLLIMATOR			A diaphragm or system of diaphragms made of an absorbing material, designed to define and restrict the dimensions and direction of a beam of radiation.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49882	763	COMPARATOR			A device for comparing something with a similar thing or with a standard measure.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C61402	3041	COMPUTER HARDWARE			The physical components from which a computer is constructed (electronic circuits and input/output devices).	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49883	558	CONCENTRATOR			A device designed to increase the weight per unit volume of a substance, or in communications, a device that combines data streams in a way that they can be separated after transmission.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49878	559	CONDUCTOR COIL			A coil consisting of a conducting material such as that in a solenoid.	C49877	761	COIL
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49884	560	CONNECTING ROD			A rod designed to transmit motion between moving parts.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49885	435	CONNECTOR			Any device or coupling designed to serve as a link between devices.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50295	3043	CONNECTOR PIN			A projecting part of a device that allows it to be secured through an opening.	C50101	906	PIN
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50031	764	CONTACT LENS			A corrective, cosmetic, or therapeutic lens placed on the cornea of the eye.	C50030	866	LENSES
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50244	529	VALVE, CONTROL			A valve designed to regulate the flow of a fluid, especially one designed to operate in response to a signal from a control system.	C50243	527	VALVE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49887	765	CONTROLLER			A device designed to control or regulate the operation of another device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49888	766	CONVERTER			A device designed to change a substance, form, or state into another.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49893	769	CORE			A rod that sits within a coil, or a general term refering to the central, main part of a device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49894	770	COUNTER			A device designed to keep track of the number of times something happens.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50352	3045	COUNTERBALANCE			A weight designed to counteract the effects of another weight.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49895	771	COUPLER			Any device designed to connect other objects.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49896	772	COVER			An object designed to conceal, enclose, cap, or protect something.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49898	561	CRANK ARM ASSEMBLY			An extension to a shaft designed to impart a rotational energy to the shaft.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49899	773	CRYSTAL			A clear cover over an instrument or any crystalline element component of an electronic device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49900	562	CUFF			A bandlike device or structure that encircles a body part or another device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49901	774	CUPS			Any part of a device that resembles a bowl-shaped container.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50165	563	CUP SEAL			A circular seal with a depressed center and raised sealing lips. They are designed to contain high pressure in one direction but not the other.	C50163	432	SEAL
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49902	775	CURRENT LIMITER			A device designed to maintain a current at a specified level regardless of other fluctuations in the system.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49903	776	CURRENT SOURCE			An electronic device designed to generate a constant current.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49904	439	CUSP			A device consisting of flexible biocompatible membranes, implantable in the cardio-vascular system, designed to prevent retrograde flow of blood but not impede a forward flow.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49905	777	CUTTER			A device designed to slice or sever a material.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50342	3047	CUTTER-TORQUE CABLE			A cable designed to drive the rotational cutter of a catheter device.	C49855	423	CABLE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49906	440	CYLINDER			Any part of a device that resembles an enclosed tube; a cylindrical container for the storage of gases and fluids.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50259	441	CYLINDER VALVE			A valve designed to regulate the flow from a storage cylinder.	C50243	527	VALVE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49907	778	DAMPER			A device designed to reduce the flow of air through a duct or an electronic device designed to decrease the amplitude of oscillations in a sytem.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50241	779	DATA ACQUISITION UNIT			A device designed to automatically receive and store data and format it for later use.	C50329	3127	UNIT
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49908	780	DECODER			A device designed to convert a coded signal or message to an uncoded version.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49909	442	DEFIBRILLATOR PADDLES			The part of a defibrillator designed to be placed in contact with the body.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49910	443	DEFIBRILLATOR SUBASSEMBLY (ONLY USE WHEN PART OF ANOTHER DEVICE)			An electronic device designed to deliver a controlled electric shock to the heart in order to restore a normal heart rhythm, as a part of a larger device.	C53996	3051	DEVICE SUBASSEMBLY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49911	781	DEHUMIDIFIER			A device designed to remove moisture from the air.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49912	782	DEHYDRATOR			A device designed to remove moisture from a substance or material.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50353	3048	DEIONIZER			A device designed to remove ions from a substance or environment.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49913	783	DELAY LINE			A communication or electronic circuit designed to delay the transmission of a signal by a set amount.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49914	784	DEMAGNETIZER			A device designed to remove the magnetic properties of an object or material.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49915	785	DEMODULATOR			A device designed to isolate a data signal from a carrier wave.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50055	786	DENSITOMETER			A device designed to measure density.	C50052	462	GAUGES/METERS
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49916	787	DETECTOR			A device designed to signal the presence of a specific condition.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49831	598	BACKPANEL			A rigid, removable sheet that covers the back of a device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50311	3116	SYSTEM			A group of independent but interrelated devices working together.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50204	436	CONTROL SWITCHES			A switch designed to control or regulate the operation of a device.	C50199	519	SWITCHES
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50319	3044	COOLING MODULE	COOLING SYSTEM		A device designed to regulate and lower the temperature of a heat generating device or system.	C50311	3116	SYSTEM
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49890	768	CORD			A flexible cable designed to connect electronic devices.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49918	788	DEVICE DEPLOYER			A device designed to install something or distribute something in a systematic way.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49920	445	DIAPHRAGM			A device consisting of a flexible sheet or partition.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49927	416	DISPLAY			A device designed to present information visually.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50336	3052	ELECTRICAL WIRE			A wire designed for electrical transmission of signal or power.	C50269	430	WIRE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50208	456	FAIL-SAFE SYSTEM			A device designed to prevent malfunction, unsafe, or unauthorized operation of a device or system.	C50311	3116	SYSTEM
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C76185	3050	DEVICE INGREDIENT OR REAGENT			A consumable material that is added to a device and is used to make a finished product or becomes part of a finished product.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50013	854	JOINT			A device designed as the junction between objects; it may be flexible or rigid.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50077	486	MOTOR			A device designed to convert energy into mechanical motion.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50081	890	NETWORK			A collection of two or more computers and associated devices that are linked together with communications equipment.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50096	901	PANEL			A rigid sheet that forms a surface of a device or component.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50100	905	PICKUP			An electromagnetic device designed to convert movement to an electric signal.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50111	495	PORT			A device designed for the introduction of fluid to or removal of fluid from a system; also an electronic circuit that acts as a connection to an outside device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50121	918	PROBE			A device designed to reach into a location for manipulating or sensing.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50122	919	PROCESSOR			A device designed for preparing or treating a material; also the part of a computer that makes most of the calculations.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50123	920	PROGRAMMER			A device designed to write instructions to a memory device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50156	949	SCALE			A device designed for weighing or an indicator device with a graduated sequence of divisions.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50184	971	SPEAKER			A device designed to convert electrical signals to sounds that can be heard.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50185	973	SPLICER			A device designed to join pieces of a material into a continuous length.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50187	975	SPRING			An elastic device designed to bend under a load and then return to its shape when unloaded.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C53996	3051	DEVICE SUBASSEMBLY			A largely self-contained device designed to be incorporated into a larger device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50199	519	SWITCHES			A mechanical or electronic device designed to break or change the connections in a circuit.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50216	997	TERMINAL			An electronic device designed to provide access to a computer.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50217	585	TERMINAL ASSEMBLY			A part of a device that includes a terminal as part of a larger device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50218	998	TERMINATOR			A device designed to connect to the end of a bus network.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50270	547	THERMOCOUPLE WIRE			A wire designed for temperature acquisition as part of a thermocouple.	C50269	430	WIRE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50229	3139	TRANSLATOR			A device designed to convert computer code or signals from one one type to another.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50230	3140	TRANSMISSION LINE			A conductor designed to transfer power or signal from one location to another.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50232	3142	TRANSPONDER			An electrical device designed to send a specific response upon receiving a specific signal.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50329	3127	UNIT			A largely self-contained device designed to be incorporated into a larger device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50268	3152	WINDOW			A transparent panel in a device designed for visual inspection.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50269	430	WIRE			A metal strand designed for signal or power transmission or for structural or other purpose.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49919	789	DIAL			Either a circular indicator or a control knob on a device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C61403	3042	CONCENTRATE			A reduced-volume form of the liquid that is used in a dialysis machine to carry away waste products.	C76185	3050	DEVICE INGREDIENT OR REAGENT
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49921	790	DIGITIZER			A device designed to convert analog signal to digital signal.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49922	447	DIODE			An electronic component designed to pass current in one direction only.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50245	530	VALVE, DIRECTIONAL			A valve designed to control the flow of fluid in a hydrolic system.	C50243	527	VALVE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49924	448	DISCRETE COMPONENT/DEVICE (RESISTOR, CAPACITOR, DIODE)			A device that exists separate from other devices; can refer to electronic components that are not part of an integrated circuit.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49925	791	DISK			Any device component shaped like a disk, especially those used for data storage.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49928	792	DIVIDER				C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49929	793	DOME			A device component designed with a hemispherical shape.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49930	794	DOUBLER			An amplifier that doubles the voltage or frequency of an input signal.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49931	795	DRIVER			A computer interface designed to control the interaction between a CPU and a peripheral device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49932	796	DUCT			A device structure designed to channel the movement of gas or liquid.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49933	797	DUMMY LOAD			A simple electronic device used for testing purposes designed to draw the same current as a complex device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50246	589	VALVE, DUMP			A outflow valve designed to quickly empty a system.	C50243	527	VALVE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49934	798	DUPLEXER			An electronic switching device that allows an antenna to be used for both transmitting and receiving.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50075	450	EKG/ECG MONITOR			A device designed to give a continuous reading of the electrical currents of the heart.	C50074	886	MONITOR
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49935	449	EKG/ECG SUBASSEMBLY (ONLY USE WHEN PART OF ANOTHER DEVICE)			An electronic device designed to record the electric currents of a beating heart, as part of a larger device.	C53996	3051	DEVICE SUBASSEMBLY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50027	452	ELECTRICAL LEAD				C50282	3079	LEAD
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50136	582	REED (ELECTRICALLY OPEN)			A switch device consisting of thin, flexible, magnetically controlled contacts enclosed in a sealed and evacuated enclosure.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50351	3053	ELECTRODE CONTACT			A connector on a device designed to couple with an electrode.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49936	451	ELECTRODE			A conductor that is designed to make contact with part of a circuit or system.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50308	3054	EMERGENCY STOP BUTTON OR SWITCH			A button and circuits designed to force the shutdown of a machine or device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50309	3055	EMERGENCY TABLE STOP			A mechanism designed to quickly halt the movement of a feed table.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49937	799	EMITTER			The electron source electrode in a transistor or any source in a system.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49938	800	ENCLOSURE			A structure designed to house a device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49939	801	ENCODER			A device designed to covert a signal or message to a coded version.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49940	802	ENDOSCOPE			A device consisting of a tube containing flexible optic fibers that may be inserted into a body opening to allow a doctor to examine hollow organs inside the body. The result may be viewed on a video screen. It has diagnostic (e.g., biopsy) and therapeutic capabilities.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
